START-OF-FILE
RUNDATE=20200706
# Required headers
FIRMNAME=dl792230
PROGRAMNAME=gethistory
REPLYFILENAME=cds1.bbg

# Scheduling headers
PROGRAMFLAG=adhoc

# Runtime options headers
DATERANGE=20200401|20200706
HIST_PERIOD=daily

# Formatting headers
HIST_FORMAT=horizontal
DATEFORMAT=ddmmyyyy
FILETYPE=unix
DISPLAY_PRICING_SRC=no

# Pricing Source headers

# Terminal Identity headers

# Entitlement headers
REGFVHL=YES
REGPRICEUNCERTAINTY=YES
REGTRANSPARENCY=YES

START-OF-FIELDS
PX_LAST
END-OF-FIELDS

TIMESTARTED=Mon Jul  6 11:18:21 EDT 2020
START-OF-DATA
TURKEY CDS USD SR 5Y D14 Corp|0|1|28/04/2020|592.288|
TURKEY CDS USD SR 5Y D14 Corp|0|1|04/06/2020|464.802|
TURKEY CDS USD SR 5Y D14 Corp|0|1|05/06/2020|435.887|
TURKEY CDS USD SR 5Y D14 Corp|0|1|08/06/2020|432.477|
TURKEY CDS USD SR 5Y D14 Corp|0|1|09/06/2020|448.439|
TURKEY CDS USD SR 5Y D14 Corp|0|1|10/06/2020|452.52|
TURKEY CDS USD SR 5Y D14 Corp|0|1|11/06/2020|489.148|
TURKEY CDS USD SR 5Y D14 Corp|0|1|12/06/2020|479.183|
TURKEY CDS USD SR 5Y D14 Corp|0|1|15/06/2020|490.051|
TURKEY CDS USD SR 5Y D14 Corp|0|1|16/06/2020|464.611|
TURKEY CDS USD SR 5Y D14 Corp|0|1|17/06/2020|473.65|
TURKEY CDS USD SR 5Y D14 Corp|0|1|18/06/2020|478.205|
TURKEY CDS USD SR 5Y D14 Corp|0|1|19/06/2020|469.426|
TURKEY CDS USD SR 5Y D14 Corp|0|1|22/06/2020|478.618|
TURKEY CDS USD SR 5Y D14 Corp|0|1|23/06/2020|471.411|
TURKEY CDS USD SR 5Y D14 Corp|0|1|24/06/2020|496.46|
TURKEY CDS USD SR 5Y D14 Corp|0|1|25/06/2020|500.792|
TURKEY CDS USD SR 5Y D14 Corp|0|1|26/06/2020|494.721|
TURKEY CDS USD SR 5Y D14 Corp|0|1|29/06/2020|497.545|
TURKEY CDS USD SR 5Y D14 Corp|0|1|30/06/2020|490.809|
TURKEY CDS USD SR 5Y D14 Corp|0|1|01/07/2020|476.683|
TURKEY CDS USD SR 5Y D14 Corp|0|1|02/07/2020|460.697|
TURKEY CDS USD SR 5Y D14 Corp|0|1|03/07/2020|464.748|
TURKEY CDS USD SR 5Y D14 Corp|0|1|06/07/2020|479.455|
COLOM CDS USD SR 5Y D14 Corp|0|1|01/04/2020|254.767|
COLOM CDS USD SR 5Y D14 Corp|0|1|02/04/2020|261.364|
COLOM CDS USD SR 5Y D14 Corp|0|1|03/04/2020|265.969|
COLOM CDS USD SR 5Y D14 Corp|0|1|06/04/2020|252.85|
COLOM CDS USD SR 5Y D14 Corp|0|1|07/04/2020|245.581|
COLOM CDS USD SR 5Y D14 Corp|0|1|08/04/2020|240.882|
COLOM CDS USD SR 5Y D14 Corp|0|1|09/04/2020|222.674|
COLOM CDS USD SR 5Y D14 Corp|0|1|10/04/2020|216.472|
COLOM CDS USD SR 5Y D14 Corp|0|1|13/04/2020|220.854|
COLOM CDS USD SR 5Y D14 Corp|0|1|14/04/2020|222.769|
COLOM CDS USD SR 5Y D14 Corp|0|1|15/04/2020|241.768|
COLOM CDS USD SR 5Y D14 Corp|0|1|16/04/2020|251.591|
COLOM CDS USD SR 5Y D14 Corp|0|1|17/04/2020|246.808|
COLOM CDS USD SR 5Y D14 Corp|0|1|20/04/2020|252.716|
COLOM CDS USD SR 5Y D14 Corp|0|1|21/04/2020|267.975|
COLOM CDS USD SR 5Y D14 Corp|0|1|22/04/2020|268.942|
COLOM CDS USD SR 5Y D14 Corp|0|1|23/04/2020|264.358|
COLOM CDS USD SR 5Y D14 Corp|0|1|24/04/2020|268.523|
COLOM CDS USD SR 5Y D14 Corp|0|1|27/04/2020|279.656|
COLOM CDS USD SR 5Y D14 Corp|0|1|28/04/2020|277.698|
COLOM CDS USD SR 5Y D14 Corp|0|1|29/04/2020|259.113|
COLOM CDS USD SR 5Y D14 Corp|0|1|30/04/2020|243.005|
COLOM CDS USD SR 5Y D14 Corp|0|1|01/05/2020|246.348|
COLOM CDS USD SR 5Y D14 Corp|0|1|04/05/2020|245.234|
COLOM CDS USD SR 5Y D14 Corp|0|1|05/05/2020|235.833|
COLOM CDS USD SR 5Y D14 Corp|0|1|06/05/2020|237.093|
COLOM CDS USD SR 5Y D14 Corp|0|1|07/05/2020|232.296|
COLOM CDS USD SR 5Y D14 Corp|0|1|08/05/2020|224.713|
COLOM CDS USD SR 5Y D14 Corp|0|1|11/05/2020|219.787|
COLOM CDS USD SR 5Y D14 Corp|0|1|12/05/2020|222.621|
COLOM CDS USD SR 5Y D14 Corp|0|1|13/05/2020|231.708|
COLOM CDS USD SR 5Y D14 Corp|0|1|14/05/2020|238.407|
COLOM CDS USD SR 5Y D14 Corp|0|1|15/05/2020|242.497|
COLOM CDS USD SR 5Y D14 Corp|0|1|18/05/2020|226.415|
COLOM CDS USD SR 5Y D14 Corp|0|1|19/05/2020|221.373|
COLOM CDS USD SR 5Y D14 Corp|0|1|20/05/2020|208.801|
COLOM CDS USD SR 5Y D14 Corp|0|1|21/05/2020|195.894|
COLOM CDS USD SR 5Y D14 Corp|0|1|22/05/2020|193.479|
COLOM CDS USD SR 5Y D14 Corp|0|1|25/05/2020|195.591|
COLOM CDS USD SR 5Y D14 Corp|0|1|26/05/2020|176.185|
COLOM CDS USD SR 5Y D14 Corp|0|1|27/05/2020|166.169|
COLOM CDS USD SR 5Y D14 Corp|0|1|28/05/2020|169.439|
COLOM CDS USD SR 5Y D14 Corp|0|1|29/05/2020|172.796|
COLOM CDS USD SR 5Y D14 Corp|0|1|01/06/2020|169.452|
COLOM CDS USD SR 5Y D14 Corp|0|1|02/06/2020|151.994|
COLOM CDS USD SR 5Y D14 Corp|0|1|03/06/2020|138.492|
COLOM CDS USD SR 5Y D14 Corp|0|1|04/06/2020|135.291|
COLOM CDS USD SR 5Y D14 Corp|0|1|05/06/2020|124.919|
COLOM CDS USD SR 5Y D14 Corp|0|1|08/06/2020|123.126|
COLOM CDS USD SR 5Y D14 Corp|0|1|09/06/2020|132.524|
COLOM CDS USD SR 5Y D14 Corp|0|1|10/06/2020|138.231|
COLOM CDS USD SR 5Y D14 Corp|0|1|11/06/2020|166.468|
COLOM CDS USD SR 5Y D14 Corp|0|1|12/06/2020|168.565|
COLOM CDS USD SR 5Y D14 Corp|0|1|15/06/2020|160.884|
COLOM CDS USD SR 5Y D14 Corp|0|1|16/06/2020|150.125|
COLOM CDS USD SR 5Y D14 Corp|0|1|17/06/2020|152.357|
COLOM CDS USD SR 5Y D14 Corp|0|1|18/06/2020|156.511|
COLOM CDS USD SR 5Y D14 Corp|0|1|19/06/2020|155.642|
COLOM CDS USD SR 5Y D14 Corp|0|1|22/06/2020|155.686|
COLOM CDS USD SR 5Y D14 Corp|0|1|23/06/2020|151.835|
COLOM CDS USD SR 5Y D14 Corp|0|1|24/06/2020|158.207|
COLOM CDS USD SR 5Y D14 Corp|0|1|25/06/2020|159.785|
COLOM CDS USD SR 5Y D14 Corp|0|1|26/06/2020|164.568|
COLOM CDS USD SR 5Y D14 Corp|0|1|29/06/2020|167.16|
COLOM CDS USD SR 5Y D14 Corp|0|1|30/06/2020|160.731|
COLOM CDS USD SR 5Y D14 Corp|0|1|01/07/2020|150.675|
COLOM CDS USD SR 5Y D14 Corp|0|1|02/07/2020|139.432|
COLOM CDS USD SR 5Y D14 Corp|0|1|03/07/2020|136.762|
COLOM CDS USD SR 5Y D14 Corp|0|1|06/07/2020|134.284|
PERU CDS USD SR 5Y D14 Corp|0|1|01/04/2020|133.98|
PERU CDS USD SR 5Y D14 Corp|0|1|02/04/2020|135.728|
PERU CDS USD SR 5Y D14 Corp|0|1|03/04/2020|138.321|
PERU CDS USD SR 5Y D14 Corp|0|1|06/04/2020|137.423|
PERU CDS USD SR 5Y D14 Corp|0|1|07/04/2020|130.022|
PERU CDS USD SR 5Y D14 Corp|0|1|08/04/2020|121.96|
PERU CDS USD SR 5Y D14 Corp|0|1|09/04/2020|106.86|
PERU CDS USD SR 5Y D14 Corp|0|1|10/04/2020|104.751|
PERU CDS USD SR 5Y D14 Corp|0|1|13/04/2020|101.566|
PERU CDS USD SR 5Y D14 Corp|0|1|14/04/2020|101.038|
PERU CDS USD SR 5Y D14 Corp|0|1|15/04/2020|105.275|
PERU CDS USD SR 5Y D14 Corp|0|1|16/04/2020|112.715|
PERU CDS USD SR 5Y D14 Corp|0|1|17/04/2020|114.388|
PERU CDS USD SR 5Y D14 Corp|0|1|20/04/2020|114.959|
PERU CDS USD SR 5Y D14 Corp|0|1|21/04/2020|119.775|
PERU CDS USD SR 5Y D14 Corp|0|1|22/04/2020|119.931|
