START-OF-FILE
RUNDATE=20200819
PROGRAMFLAG=oneshot
FIRMNAME=dl792230
COMPRESS=yes
FILETYPE=pc
REPLYFILENAME=cds10
DATEFORMAT=ddmmyy
DATERANGE=20200727|20200803
PROGRAMNAME=gethistory

# Automatically generated by Bloomberg Data License Request Builder version 7.0.1
# Build Code: 000000000000000028

START-OF-FIELDS
PX_LAST
END-OF-FIELDS

TIMESTARTED=Wed Aug 19 09:14:57 EDT 2020
START-OF-DATA
START SECURITY|BRAZIL CDS USD SR 5Y D14 Corp|PX_LAST|
BRAZIL CDS USD SR 5Y D14 Corp|27/07/20|222.934|
BRAZIL CDS USD SR 5Y D14 Corp|28/07/20|223.623|
BRAZIL CDS USD SR 5Y D14 Corp|29/07/20|220.524|
BRAZIL CDS USD SR 5Y D14 Corp|30/07/20|219.854|
BRAZIL CDS USD SR 5Y D14 Corp|31/07/20|217.806|
BRAZIL CDS USD SR 5Y D14 Corp|03/08/20|216.642|
END SECURITY|BRAZIL CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|INDON CDS USD SR 5Y D14 Corp|PX_LAST|
INDON CDS USD SR 5Y D14 Corp|27/07/20|117.665|
INDON CDS USD SR 5Y D14 Corp|28/07/20|117.04|
INDON CDS USD SR 5Y D14 Corp|29/07/20|117.717|
INDON CDS USD SR 5Y D14 Corp|30/07/20|117.814|
INDON CDS USD SR 5Y D14 Corp|31/07/20|115.285|
END SECURITY|INDON CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|TURKEY CDS USD SR 5Y D14 Corp|PX_LAST|
TURKEY CDS USD SR 5Y D14 Corp|27/07/20|490.767|
TURKEY CDS USD SR 5Y D14 Corp|28/07/20|549.263|
TURKEY CDS USD SR 5Y D14 Corp|29/07/20|560.184|
TURKEY CDS USD SR 5Y D14 Corp|30/07/20|582.744|
TURKEY CDS USD SR 5Y D14 Corp|31/07/20|568.736|
TURKEY CDS USD SR 5Y D14 Corp|03/08/20|561.548|
END SECURITY|TURKEY CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|COLOM CDS USD SR 5Y D14 Corp|PX_LAST|
COLOM CDS USD SR 5Y D14 Corp|27/07/20|127.687|
COLOM CDS USD SR 5Y D14 Corp|28/07/20|129.656|
COLOM CDS USD SR 5Y D14 Corp|29/07/20|129.157|
COLOM CDS USD SR 5Y D14 Corp|30/07/20|129.366|
COLOM CDS USD SR 5Y D14 Corp|31/07/20|128.866|
COLOM CDS USD SR 5Y D14 Corp|03/08/20|128.22|
END SECURITY|COLOM CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|PERU CDS USD SR 5Y D14 Corp|PX_LAST|
PERU CDS USD SR 5Y D14 Corp|27/07/20|79.083|
PERU CDS USD SR 5Y D14 Corp|28/07/20|79.63|
PERU CDS USD SR 5Y D14 Corp|29/07/20|79.909|
PERU CDS USD SR 5Y D14 Corp|30/07/20|80.309|
PERU CDS USD SR 5Y D14 Corp|31/07/20|79.871|
PERU CDS USD SR 5Y D14 Corp|03/08/20|79.635|
END SECURITY|PERU CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|HUNGARY CDS USD SR 5Y D14 Corp|PX_LAST|
END SECURITY|HUNGARY CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|KOREA CDS USD SR 5Y D14 Corp|PX_LAST|
KOREA CDS USD SR 5Y D14 Corp|27/07/20|23.841|
KOREA CDS USD SR 5Y D14 Corp|28/07/20|23.625|
KOREA CDS USD SR 5Y D14 Corp|29/07/20|23.664|
KOREA CDS USD SR 5Y D14 Corp|30/07/20|23.599|
KOREA CDS USD SR 5Y D14 Corp|31/07/20|23.481|
END SECURITY|KOREA CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|MALAYS CDS USD SR 5Y D14 Corp|PX_LAST|
MALAYS CDS USD SR 5Y D14 Corp|27/07/20|60.187|
MALAYS CDS USD SR 5Y D14 Corp|28/07/20|59.517|
MALAYS CDS USD SR 5Y D14 Corp|29/07/20|59.61|
MALAYS CDS USD SR 5Y D14 Corp|30/07/20|59.65|
MALAYS CDS USD SR 5Y D14 Corp|31/07/20|58.024|
MALAYS CDS USD SR 5Y D14 Corp|03/08/20|57.809|
END SECURITY|MALAYS CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|PHILIP CDS USD SR 5Y D14 Corp|PX_LAST|
PHILIP CDS USD SR 5Y D14 Corp|27/07/20|57.124|
PHILIP CDS USD SR 5Y D14 Corp|28/07/20|57.434|
PHILIP CDS USD SR 5Y D14 Corp|29/07/20|56.8|
PHILIP CDS USD SR 5Y D14 Corp|30/07/20|56.885|
PHILIP CDS USD SR 5Y D14 Corp|31/07/20|55.653|
PHILIP CDS USD SR 5Y D14 Corp|03/08/20|56.709|
END SECURITY|PHILIP CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|ARGENT CDS USD SR 5Y D14 Corp|PX_LAST|
END SECURITY|ARGENT CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|BGARIA CDS USD SR 5Y D14 Corp|PX_LAST|
END SECURITY|BGARIA CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|CROATB CDS USD SR 5Y D14 Corp|PX_LAST|
END SECURITY|CROATB CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|CZECH CDS USD SR 5Y D14 Corp|PX_LAST|
END SECURITY|CZECH CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|GREECE CDS USD SR 5Y D14 Corp|PX_LAST|
END SECURITY|GREECE CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|ICELND CDS USD SR 5Y D14 Corp|PX_LAST|
END SECURITY|ICELND CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|INDIA CDS USD SR 5Y D14 Corp|PX_LAST|
END SECURITY|INDIA CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|IRELND CDS USD SR 5Y D14 Corp|PX_LAST|
IRELND CDS USD SR 5Y D14 Corp|27/07/20|24.014|
IRELND CDS USD SR 5Y D14 Corp|28/07/20|24.185|
IRELND CDS USD SR 5Y D14 Corp|29/07/20|23.869|
IRELND CDS USD SR 5Y D14 Corp|30/07/20|23.457|
IRELND CDS USD SR 5Y D14 Corp|31/07/20|23.315|
IRELND CDS USD SR 5Y D14 Corp|03/08/20|23.387|
END SECURITY|IRELND CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|MEX CDS USD SR 5Y D14 Corp|PX_LAST|
MEX CDS USD SR 5Y D14 Corp|27/07/20|141.24|
MEX CDS USD SR 5Y D14 Corp|28/07/20|143.23|
MEX CDS USD SR 5Y D14 Corp|29/07/20|141.547|
MEX CDS USD SR 5Y D14 Corp|30/07/20|142.722|
MEX CDS USD SR 5Y D14 Corp|31/07/20|143.447|
MEX CDS USD SR 5Y D14 Corp|03/08/20|143.452|
END SECURITY|MEX CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|CHILE CDS USD SR 5Y D14 Corp|PX_LAST|
CHILE CDS USD SR 5Y D14 Corp|27/07/20|69.689|
CHILE CDS USD SR 5Y D14 Corp|28/07/20|70.743|
CHILE CDS USD SR 5Y D14 Corp|29/07/20|69.635|
CHILE CDS USD SR 5Y D14 Corp|30/07/20|70.485|
CHILE CDS USD SR 5Y D14 Corp|31/07/20|70.446|
CHILE CDS USD SR 5Y D14 Corp|03/08/20|70.501|
END SECURITY|CHILE CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|MOROC CDS USD SR 5Y D14 Corp|PX_LAST|
END SECURITY|MOROC CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|POLAND CDS USD SR 5Y D14 Corp|PX_LAST|
END SECURITY|POLAND CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|RUSSIA CDS USD SR 5Y D14 Corp|PX_LAST|
RUSSIA CDS USD SR 5Y D14 Corp|27/07/20|91.951|
RUSSIA CDS USD SR 5Y D14 Corp|28/07/20|96.094|
RUSSIA CDS USD SR 5Y D14 Corp|29/07/20|96.234|
RUSSIA CDS USD SR 5Y D14 Corp|30/07/20|104.345|
RUSSIA CDS USD SR 5Y D14 Corp|31/07/20|104.6|
RUSSIA CDS USD SR 5Y D14 Corp|03/08/20|99.942|
END SECURITY|RUSSIA CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|REPSOU CDS USD SR 5Y D14 Corp|PX_LAST|
REPSOU CDS USD SR 5Y D14 Corp|27/07/20|290.637|
REPSOU CDS USD SR 5Y D14 Corp|28/07/20|302.911|
REPSOU CDS USD SR 5Y D14 Corp|29/07/20|297.572|
REPSOU CDS USD SR 5Y D14 Corp|30/07/20|314.613|
REPSOU CDS USD SR 5Y D14 Corp|31/07/20|312.059|
REPSOU CDS USD SR 5Y D14 Corp|03/08/20|316.236|
END SECURITY|REPSOU CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|SLOVEN CDS USD SR 5Y D14 Corp|PX_LAST|
END SECURITY|SLOVEN CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|THAI CDS USD SR 5Y D14 Corp|PX_LAST|
THAI CDS USD SR 5Y D14 Corp|27/07/20|41.508|
THAI CDS USD SR 5Y D14 Corp|28/07/20|41.631|
THAI CDS USD SR 5Y D14 Corp|29/07/20|41.475|
THAI CDS USD SR 5Y D14 Corp|30/07/20|42.038|
THAI CDS USD SR 5Y D14 Corp|31/07/20|41.524|
END SECURITY|THAI CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|BTUN CDS USD SR 5Y D14 Corp|PX_LAST|
END SECURITY|BTUN CDS USD SR 5Y D14 Corp|PX_LAST|0|
START SECURITY|VIETNM CDS USD SR 5Y D14 Corp|PX_LAST|
END SECURITY|VIETNM CDS USD SR 5Y D14 Corp|PX_LAST|0|
END-OF-DATA
TIMEFINISHED=Wed Aug 19 09:14:58 EDT 2020
END-OF-FILE
